,Y,X
0,0,0.9879615904939558
1,1,0.9826414868573996
2,2,0.981530122732646
3,3,0.9801606134678728
4,4,0.9813547598581711
5,5,0.9799879672680373
6,6,0.9673708144895796
7,7,0.9435433495804647
8,8,0.9205896466003093
9,9,0.8948301986774314
10,10,0.8750107446008379
11,11,0.8571680223585311
12,12,0.8357812301591192
13,13,0.8125973424206562
14,14,0.7905288175078404
15,15,0.7683108754896083
16,16,0.7462131081688246
17,17,0.7393668133467504
18,18,0.786102988220022
19,19,0.8030270470906543
20,20,0.7528136812955861
21,21,0.7028251584828624
22,22,0.7180125907186315
23,23,0.8424832359807314
24,24,0.8368140854390838
25,25,0.7212684184436087
26,26,0.6056306592300907
27,27,0.5759072167088252
28,28,0.5798638854430169
29,29,0.5560700279359595
30,30,0.6122921591275365
31,31,0.5690791754984008
32,32,0.5485061647147309
33,33,0.6202238112564272
34,34,0.5656733201793412
35,35,0.45640463678363075
36,36,0.39255548731648804
37,37,0.4323247653281644
38,38,0.5662365265147299
39,39,0.6086305090498773
40,40,0.5390921544878406
41,41,0.4599683339519562
42,42,0.3735159020092475
43,43,0.27953522885999765
44,44,0.12987948342891703
45,45,0.046401474452272565
46,46,0.0026734520448933098
47,47,0.04570167127381537
48,48,0.1336417420416929
49,49,0.31096233162717934
50,50,0.5618656412085037
51,51,0.8174065891264829
52,52,0.7438392839700283
53,53,0.6942871689930231
54,54,0.7243455866552057
