,Y,X
0,0,0.7350060065710444
1,1,0.7199295936598855
2,2,0.711200204561142
3,3,0.6767411417148714
4,4,0.7187686448950539
5,5,0.70806866628392
6,6,0.6887538817565891
7,7,0.6241498731946109
8,8,0.5828975956025801
9,9,0.5631502093052744
10,10,0.5589812308726552
11,11,0.558440639478694
12,12,0.5718499273904537
13,13,0.5380636487466594
14,14,0.5833892177627267
15,15,0.5785495457681412
16,16,0.5264862443894404
17,17,0.5033868376488948
18,18,0.4997241158600836
19,19,0.49461861088194514
20,20,0.46029994258779733
21,21,0.45635249164145936
22,22,0.5452885003513852
23,23,0.33648754701930045
24,24,0.14552988892265548
25,25,0.11950318340224447
26,26,0.12581434468872668
27,27,0.11425712305349243
28,28,0.1410078334692305
29,29,0.10644214795624195
30,30,0.08102156736928365
31,31,0.0697859827377422
32,32,0.06080241999681118
33,33,0.043428553968277626
34,34,0.05914663270178865
35,35,0.0015255243085220103
36,36,0.027802061371552517
37,37,0.03030391480479361
38,38,0.006076929138543809
39,39,0.02842989680276975
40,40,0.1223155773625554
41,41,0.2577097193878129
42,42,0.3756222469883096
43,43,0.7114242247342661
44,44,0.8606186044492073
45,45,0.8152315223561794
46,46,0.8108886991230574
47,47,0.7391475654491046
48,48,0.6386768496942059
49,49,0.6431381157539242
50,50,0.5743098071947198
51,51,0.8944436403520064
52,52,0.9831208920923936
53,53,0.902758037306676
54,54,0.8849395885297812
