,Y,X
0,0,0.8395884311002362
1,1,0.8341404588841933
2,2,0.8293593296899987
3,3,0.803019280831598
4,4,0.7992181253043533
5,5,0.8395618776215306
6,6,0.8428705412701167
7,7,0.8529227864920008
8,8,0.8351780485898662
9,9,0.8318548556793266
10,10,0.8521592487269424
11,11,0.8134768423605164
12,12,0.813099582559275
13,13,0.7900832276204278
14,14,0.7575141334648007
15,15,0.7227135450797909
16,16,0.7341726236640553
17,17,0.7148527133647172
18,18,0.7852139208365707
19,19,0.7248999484962703
20,20,0.7448676634742165
21,21,0.741804995260518
22,22,0.2720619327325955
23,23,0.18259474581808402
24,24,0.16235147587242044
25,25,0.16572076161388308
26,26,0.1778712326625796
27,27,0.2081206549991679
28,28,0.251978484668128
29,29,0.16475080812757031
30,30,0.13662516307844136
31,31,0.1402940522211742
32,32,0.13256398386350415
33,33,0.13031645734509126
34,34,0.16752038605747166
35,35,0.16175828117832988
36,36,0.08970817225895418
37,37,0.06935618335326804
38,38,0.006145877797896861
39,39,0.03558516852940309
40,40,0.20024779906731555
41,41,0.3410022785890754
42,42,0.46559420673234964
43,43,0.6362784648281442
44,44,0.8777432749557408
45,45,0.9559087001220437
46,46,0.896058161136543
47,47,0.959534502487988
48,48,0.9264253205957049
49,49,0.834170018417123
50,50,0.6695113959514767
51,51,0.7748480439604202
52,52,0.9684269118003471
53,53,0.9979188084802794
54,54,1.0
