,Y,X
0,0,0.987000883044669
1,1,0.9608924871259084
2,2,0.9774496938751935
3,3,0.9417467116322766
4,4,0.9309301695270856
5,5,0.9914207163391822
6,6,0.9927905085812773
7,7,0.9748638275177703
8,8,0.9692770399643286
9,9,0.9664792746793499
10,10,0.9603346826722157
11,11,0.9445390721433967
12,12,0.9189959519833534
13,13,0.9045682261293794
14,14,0.86465254060138
15,15,0.7847650552757308
16,16,0.8690709432204633
17,17,0.7286940238302994
18,18,0.7454543864905994
19,19,0.7790727156683657
20,20,0.7206693653444313
21,21,0.8257009713491045
22,22,0.5754680494411163
23,23,0.29456605627167276
24,24,0.22930627343227095
25,25,0.25129511893284107
26,26,0.21137641309004476
27,27,0.23372356330381153
28,28,0.19837729613471372
29,29,0.16302546522783337
30,30,0.13244891097781755
31,31,0.09806914454353148
32,32,0.0810040480166467
33,33,0.10127210890300772
34,34,0.14195082132690587
35,35,0.09863028723990885
36,36,0.05743796233669207
37,37,0.04189653514255488
38,38,0.06013208313495496
39,39,0.06704145064130028
40,40,0.02650819021942515
41,41,0.0
42,42,0.023159773857900454
43,43,0.11508782360088866
44,44,0.21178129423666908
45,45,0.5117317769703691
46,46,0.786695036430507
47,47,0.8535822920533196
48,48,0.8579476007175489
49,49,0.9068065973213473
50,50,0.6875085343765109
51,51,0.34017583001038426
52,52,0.4232578546067592
53,53,0.7660775728113715
54,54,0.9441321244655833
