,Y,X
0,0,0.9931106706905101
1,1,0.9786924012431758
2,2,0.933719201837759
3,3,0.9509121210756069
4,4,0.9369622989955363
5,5,0.960605378136114
6,6,0.8906670870681358
7,7,0.8764470068915817
8,8,0.9060898157740646
9,9,0.9622089095085781
10,10,0.9120985541191837
11,11,0.8547993333633626
12,12,0.8602225124994373
13,13,0.900495473176902
14,14,0.865771812080554
15,15,0.9177379397324479
16,16,0.9181163010675064
17,17,0.9334939867573501
18,18,0.8760731498580833
19,19,0.7344714202063122
20,20,0.5817215440745666
21,21,0.2077203729561731
22,22,0.09664879960362792
23,23,0.05764605197963778
24,24,0.17969911265254204
25,25,0.24098013602990884
26,26,0.21118418089273108
27,27,0.15820458537902923
28,28,0.097675780370263
29,29,0.07628034773208295
30,30,0.09452727354623275
31,31,0.08028467186162962
32,32,0.08875275888473493
33,33,0.0637944236746123
34,34,0.0577676681230581
35,35,0.09295977658664399
36,36,0.0895320030629301
37,37,0.026336651502202973
38,38,0.0
39,39,0.14965542092700526
40,40,0.22059366695194307
41,41,0.3617089320301119
42,42,0.6353677762263088
43,43,0.8111616593847124
44,44,0.690126570875197
45,45,0.3288905905139507
46,46,0.18914012882303446
47,47,0.182973739921619
48,48,0.24785370028374226
49,49,0.5131750822034005
50,50,0.8172920138732276
51,51,0.7439619836944138
52,52,0.7763794423675036
53,53,0.987302373766946
54,54,0.963515156974911
