,Y,X
0,0,0.9903130461047227
1,1,0.9967746111195012
2,2,0.9728798633352983
3,3,0.9618601932683634
4,4,0.952507644240308
5,5,0.9929931883395684
6,6,0.971577057276393
7,7,0.9240145843671168
8,8,0.9066304345694199
9,9,0.9292218859650074
10,10,0.993139306595327
11,11,0.9426451523062124
12,12,0.9022512998640828
13,13,0.8962550577510312
14,14,0.8698674736840036
15,15,0.7805225345731063
16,16,0.615843337693987
17,17,0.5749341487189626
18,18,0.49641912207445266
19,19,0.43965414103055994
20,20,0.3187863947232557
21,21,0.2549351686047766
22,22,0.23524990144372585
23,23,0.27870439198137287
24,24,0.5359220454202612
25,25,0.741247124216204
26,26,0.8321861252380643
27,27,0.5518003926559315
28,28,0.13740901932094235
29,29,0.045327059728044045
30,30,0.11741925740548988
31,31,0.20469794708753605
32,32,0.12343854501521001
33,33,0.04928794318451214
34,34,0.02795761982188016
35,35,0.007259821794567559
36,36,0.037507281396302175
37,37,0.015697415570121012
38,38,0.0014827570651638879
39,39,0.052917363752085354
40,40,0.12742786759527513
41,41,0.24155112864098427
42,42,0.31047775766336344
43,43,0.3210933960432353
44,44,0.401494721110269
45,45,0.5794108590381062
46,46,0.8443845479454415
47,47,0.8792366939224663
48,48,0.6462310315948031
49,49,0.33205716852236755
50,50,0.275883034787915
51,51,0.3696105409121116
52,52,0.6860168751876662
53,53,0.9273194066618264
54,54,0.9314200340877221
