,Y,X
0,0,0.994175637393767
1,1,0.9744362606232295
2,2,0.9836600566572262
3,3,0.9334957507082113
4,4,0.9298583569405141
5,5,0.9524419263456083
6,6,0.9831841359773379
7,7,0.9640339943342727
8,8,0.9139036827195325
9,9,0.8797733711047958
10,10,0.7692237960339684
11,11,0.7534277620396819
12,12,0.8608725212464619
13,13,0.7720566572237436
14,14,0.5596600566572002
15,15,0.45443626062320663
16,16,0.40947308781868774
17,17,0.2844759206798693
18,18,0.20600566572238477
19,19,0.23586402266288645
20,20,0.24836260623228842
21,21,0.15987535410764117
22,22,0.10703682719546245
23,23,0.058662889518412836
24,24,0.048385269121813165
25,25,0.09267988668555505
26,26,0.36403399433427996
27,27,0.6499716713881026
28,28,0.272838526912193
29,29,0.029065155807369028
30,30,0.010447592067989448
31,31,0.09666855524080083
32,32,0.07494617563739606
33,33,0.11178470254958454
34,34,0.09903682719544851
35,35,0.04858923512746844
36,36,0.08219830028330433
37,37,0.07520679886684131
38,38,0.05343909348440222
39,39,0.00475920679887864
40,40,0.034878186968841436
41,41,0.05569405099150935
42,42,0.08843059490085516
43,43,0.1288045325779416
44,44,0.29779036827195826
45,45,0.31939943342776567
46,46,0.3517733711048239
47,47,0.44761473087820247
48,48,0.7088045325779265
49,49,0.7273654390934735
50,50,0.5007818696883789
51,51,0.4126572237960258
52,52,0.3842039660056736
53,53,0.8294277620396624
54,54,0.8489518413597732
