,Y,X
0,0,0.8686867438705531
1,1,0.8662920679355216
2,2,0.8477528007845332
3,3,0.8586853621539244
4,4,0.8474824486415146
5,5,0.8757407629996526
6,6,0.8440166989254473
7,7,0.8279414556553143
8,8,0.7727258123763853
9,9,0.7463198220918216
10,10,0.7207985797900165
11,11,0.7088260987923655
12,12,0.6642184445315656
13,13,0.6508008901400583
14,14,0.6719153176207053
15,15,0.6744262225102963
16,16,0.6783816016754336
17,17,0.6815639684249686
18,18,0.702746695394388
19,19,0.6260910038265275
20,20,0.6412443537778698
21,21,0.6367953011149965
22,22,0.7144507713835407
23,23,0.37365609335159733
24,24,0.31180326751643994
25,25,0.32303763474077885
26,26,0.29464347030301635
27,27,0.26710334903397626
28,28,0.27627809724514774
29,29,0.3342881781598178
30,30,0.27720043990262827
31,31,0.29237116428535576
32,32,0.2708737504170425
33,33,0.2511651540801236
34,34,0.2615567116042744
35,35,0.22489980682178298
36,36,0.19973249366901324
37,37,0.051653809961918366
38,38,5.1599065525174396e-05
39,39,0.116467478546902
40,40,0.22425365771098274
41,41,0.34224087477266113
42,42,0.5319392598866545
43,43,0.7303429840061619
44,44,0.963543650075961
45,45,0.9232828988040492
46,46,0.7088708828868684
47,47,0.7212639449470286
48,48,0.4846844013179136
49,49,0.4509851939140056
50,50,0.48628494591649335
51,51,0.8910227736108189
52,52,0.9994077715382061
53,53,0.9571582469947687
54,54,0.9357033705273476
