,Y,X
0,0,0.7845118460320362
1,1,0.7301124464887399
2,2,0.39628866313510414
3,3,0.23630584180141015
4,4,0.18116982337570678
5,5,0.1387614971360131
6,6,0.09512438721215451
7,7,0.07948230957482745
8,8,0.06383665166187741
9,9,0.05569385584328588
10,10,0.05284354849426121
11,11,0.03720147085693409
12,12,0.03606997232650863
13,13,0.036298523329402206
14,14,0.03652708336793851
15,15,0.036751213948363615
16,16,0.03697811294010822
17,17,0.03720667297864452
18,18,0.038911571405633186
19,19,0.055010769120032936
20,20,0.05818813015962663
21,21,0.07114725131806467
22,22,0.07894267860405638
23,23,0.07917123864259264
24,24,0.07939920828973088
25,25,0.07962300666079775
26,26,0.0798508282532986
27,27,0.07109631203317662
28,28,0.06000221153952688
29,29,0.05333846142772533
30,30,0.03646192306267639
31,31,0.01528295932096423
32,32,5.248802885676827e-06
33,33,0.00023094732696979725
34,34,0.0004566458510539177
35,35,0.0006849033657707715
36,36,0.0009134725470743468
37,37,0.001136599981123332
38,38,0.00136448606573536
39,39,0.006391936852171572
40,40,0.022121263503125595
41,41,0.03416070233503754
42,42,0.058195302699360074
43,43,0.09237998102088134
44,44,0.1164132959074684
45,45,0.15613562734982192
46,46,0.22206578746341904
47,47,0.3319141265820014
48,48,0.4738911113513391
49,49,0.6070126169469582
50,50,0.6906549534079023
51,51,0.8492305440367468
52,52,0.8970757729243082
53,53,0.9620816596331121
54,54,0.9927641547437968
