,Y,X
0,0,0.9176944444444446
1,1,0.9036684998651672
2,2,0.8896425552858898
3,3,0.8634849818087367
4,4,0.847391951675129
5,5,0.8304095055027892
6,6,0.8020406318836697
7,7,0.7823002860133754
8,8,0.7483559774061836
9,9,0.7228417135166937
10,10,0.6842053437886242
11,11,0.648799878764676
12,12,0.6137801049960626
13,13,0.5598204527373981
14,14,0.48600710002398667
15,15,0.40927643985112044
16,16,0.33537109670692605
17,17,0.2466540527636406
18,18,0.18351198046034115
19,19,0.12764596288139377
20,20,0.08004670477634876
21,21,0.046256991533730925
22,22,0.022786764625459827
23,23,0.012895945333736118
24,24,0.0030051260420124043
25,25,0.00720066690256441
26,26,0.017629818817431572
27,27,0.02805897073229873
28,28,0.07632779437308457
29,29,0.13346466518418007
30,30,0.2002526047331403
31,31,0.26843803830686747
32,32,0.32380020160020156
33,33,0.3776010092643715
34,34,0.4184166275136686
35,35,0.4653955908676844
36,36,0.5071658138252406
37,37,0.5421302851968434
38,38,0.5771378243766142
39,39,0.6170558496550874
40,40,0.6457415256438224
41,41,0.6819163997160306
42,42,0.7197580576072686
43,43,0.7454078376951331
44,44,0.7819417491749174
45,45,0.8050103927059372
46,46,0.8404898993831385
47,47,0.8613522633550665
48,48,0.8917311595487032
49,49,0.9079406147581889
50,50,0.9266991323962019
51,51,0.9467383092480611
52,52,0.9573998502499629
53,53,0.9680613912518646
54,54,0.9823237971713344
