,Y,X
0,0,1.0
1,1,0.9886272699289634
2,2,0.9848055330466728
3,3,0.9809837961643822
4,4,0.9734032222256376
5,5,0.9646204678089539
6,6,0.9588308045123745
7,7,0.9546593017385467
8,8,0.950487798964719
9,9,0.9463162961908912
10,10,0.9421447934170635
11,11,0.9292140128938715
12,12,0.9165663288487716
13,13,0.9051351410584279
14,14,0.8844653762502432
15,15,0.8718641476901439
16,16,0.8548956833972479
17,17,0.8391102312555865
18,18,0.8276783272254061
19,19,0.8081560417443193
20,20,0.7974659373764637
21,21,0.7862056974920085
22,22,0.766557935975136
23,23,0.7542715259871442
24,24,0.7293880923331988
25,25,0.7054710824854639
26,26,0.6747357761090558
27,27,0.6394427912602324
28,28,0.5983832613307979
29,29,0.5579094729974856
30,30,0.5218418378496504
31,31,0.4912600939660443
32,32,0.46685309706969286
33,33,0.44633055388601856
34,34,0.4177376845894665
35,35,0.39011801448673106
36,36,0.361993495381624
37,37,0.3214135857742262
38,38,0.24770403604157865
39,39,0.1098290699160745
40,40,0.043358906110828585
41,41,0.021675621558150306
42,42,0.003080524794356075
43,43,0.015219013877535761
44,44,0.035511186960205304
45,45,0.12472989137831575
46,46,0.3657497459892995
47,47,0.6059796582795343
48,48,0.704853310940266
49,49,0.8196263471395239
50,50,0.8668521252354456
51,51,0.8838745020459414
52,52,0.9196821744623369
53,53,0.9393720889980139
54,54,0.9573300667181759
