,Y,X
0,0,1.0
1,1,0.9893660455269545
2,2,0.9787320910539091
3,3,0.9589520780716263
4,4,0.9301293981271358
5,5,0.8951492266482857
6,6,0.860953191711722
7,7,0.8173046687225963
8,8,0.7707025194313513
9,9,0.7237322704692999
10,10,0.6739614589113903
11,11,0.6289316687156471
12,12,0.5761866679222051
13,13,0.5314860077171003
14,14,0.48180666626832874
15,15,0.43267983769652707
16,16,0.37970609243336534
17,17,0.32837921511591256
18,18,0.2771611968745289
19,19,0.2246512210148574
20,20,0.1728605742939142
21,21,0.12350993369567961
22,22,0.07508107559187618
23,23,0.03172973978056595
24,24,0.01744919931431562
25,25,0.0061893500321830615
26,26,0.00013794017144428251
27,27,0.0121014508638845
28,28,0.024064961556324718
29,29,0.06583805259545442
30,30,0.11654488018124384
31,31,0.16756383665474567
32,32,0.2221445540412751
33,33,0.2735977535977535
34,34,0.32644517662188954
35,35,0.3795277809611207
36,36,0.42427763864634804
37,37,0.4624169300997574
38,38,0.5024604988227322
39,39,0.540998641965107
40,40,0.5649247404532278
41,41,0.5990537567592112
42,42,0.620321665705302
43,43,0.6548725353560748
44,44,0.6811987110366947
45,45,0.7180773462117527
46,46,0.7613161648510635
47,47,0.8032652574977613
48,48,0.8426628391712918
49,49,0.8869672146846684
50,50,0.9229694138785048
51,51,0.9366421293694022
52,52,0.9484747807840558
53,53,0.9563168445230278
54,54,0.9641589082619998
