,Y,X
0,0,1.0
1,1,0.9838293149007602
2,2,0.9745047663780775
3,3,0.9684685695015993
4,4,0.9624323726251213
5,5,0.9563961757486432
6,6,0.9447446747895647
7,7,0.9319868574860188
8,8,0.9184074016738314
9,9,0.8951649530776815
10,10,0.8722522792425373
11,11,0.8392391732623348
12,12,0.8079531010308668
13,13,0.7784954686084276
14,14,0.743077204153516
15,15,0.7084600754287502
16,16,0.6759600622150428
17,17,0.6469145082445587
18,18,0.6120281100932671
19,19,0.5782892073822926
20,20,0.5531924693725946
21,21,0.5217626130619489
22,22,0.4875575616718744
23,23,0.4628780851545453
24,24,0.43253376607223093
25,25,0.3997496524344981
26,26,0.37590529324149047
27,27,0.3442079276576519
28,28,0.3109870075177047
29,29,0.28865405950736334
30,30,0.2554318862084763
31,31,0.22371205113416417
32,32,0.19861811711038652
33,33,0.16665324225335498
34,34,0.1334163230750798
35,35,0.1099379531691421
36,36,0.07637947068468734
37,37,0.0427756052675751
38,38,0.020891725468466245
39,39,0.008873954784905588
40,40,0.0
41,41,0.00878425014396628
42,42,0.020087124819912306
43,43,0.18713361915032203
44,44,0.4215693513776953
45,45,0.648073852396829
46,46,0.7545335903419197
47,47,0.8248707665816326
48,48,0.8656165068619148
49,49,0.8845426978926718
50,50,0.904411138020076
51,51,0.9194198729524506
52,52,0.9318215686018679
53,53,0.9442232642512851
54,54,0.9591609870370216
