,Y,X
0,0,0.9106764705882353
1,1,0.8924818111175605
2,2,0.8644235898832175
3,3,0.3478313853631078
4,4,0.17521463703253112
5,5,0.11764139219020987
6,6,0.08217228311570851
7,7,0.04769651368367678
8,8,0.029122786314064914
9,9,0.010549058944453044
10,10,0.002776779687262709
11,11,0.01920511808884357
12,12,0.03563345649042444
13,13,0.0520617948920053
14,14,0.07723656448973551
15,15,0.09830349734266997
16,16,0.11463082675690464
17,17,0.14628672060752965
18,18,0.16472629712386683
19,19,0.19135379779307432
20,20,0.21804459931820414
21,21,0.2397325950718103
22,22,0.27029675354832855
23,23,0.29071770570420274
24,24,0.32546002378725847
25,25,0.3466416885321809
26,26,0.37630854477187387
27,27,0.39928809767929174
28,28,0.4286080290695409
29,29,0.45479124575500957
30,30,0.47862645758057515
31,31,0.5076598180294122
32,32,0.5280807701852863
33,33,0.5617670328572855
34,34,0.5829486976022079
35,35,0.6131930619443133
36,36,0.634278504443404
37,37,0.6604380834794678
38,38,0.686952516069449
39,39,0.7061053167108237
40,40,0.7370656340166832
41,41,0.7555052105330203
42,42,0.7813696414349103
43,43,0.804276912247238
44,44,0.8215962009203484
45,45,0.8513292950250554
46,46,0.8662560711013145
47,47,0.880904320917663
48,48,0.9075702408468619
49,49,0.9222156655364939
50,50,0.9351955926534407
51,51,0.9521899986191529
52,52,0.9709754571994922
53,53,0.9806503047996614
54,54,0.9903251523998308
